sentence,label
would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative,0
too many barney videos,0
was immensely enjoyable thanks to great performances,1
", they go to a picture-perfect beach during sunset .",1
the plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours .,0
plenty of laughs,1
with such an engrossing story that will capture the minds and hearts of many,1
no wrong,1
aplenty,1
( hayek ),1
without being shrill,1
is it a comedy ?,0
bored,0
and immature provocations,0
serve the work especially well,1
quite admirable,1
more compelling,1
"hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart",1
freeman and judd make it work,1
manage to keep things interesting,1
so many talented people,1
occasionally very enjoyable,1
"'s ) quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin .",1
firmly believe that a good video game movie is going to show up soon .,1
"may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear",1
"with a curiously stylized , quasi-shakespearean portrait of pure misogynist evil",1
welcome with audiences,1
", the film is well worthwhile .",1
"the jokes are flat , and the action looks fake .",0
subject as monstrous and pathetic as dahmer,0
's a good yarn-spinner,1
director randall wallace 's flag-waving war flick with a core of decency,1
together ( time out and human resources ) establish mr. cantet as france 's foremost cinematic poet of the workplace .,1
is fantastic,1
dragons,0
"the uninspired scripts , acting and direction never rise above the level of an after-school tv special",0
to be something really good,1
"it would be great to see this turd squashed under a truck , preferably a semi .",0
unambitious writing,0
the crisp clarity of a fall dawn,1
`` sorority boys '' was funnier,0
gets the job done,1
"i 've never seen or heard anything quite like this film ,",1
perfect,1
one 's imagination will lead when given the opportunity,1
oftentimes funny,1
if pointless excursion,0
predominantly amateur cast is painful to watch,0
's both sitcomishly predictable and cloying in its attempts,0
a coming-of-age film that avoids the cartoonish clich s and sneering humor of the genre as it provides a fresh view of an old type,1
energy and wit to entertain all ages,1
misguided comedy,0
a passable date film,1
that crawls along at a snail 's pace,0
... cagney 's ` top of the world ' has been replaced by the bottom of the barrel .,0
i 'm just about ready to go to the u.n. and ask permission for a preemptive strike,0
", this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .",0
a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either .,0
peels layers from this character that may well not have existed on paper .,1
crazy as hell marks an encouraging new direction for la salle .,1
"like all of egoyan 's work , ararat is fiercely intelligent and uncommonly ambitious .",1
processed comedy,0
"is a beautiful , aching sadness to it all .",1
biographical fantasia,1
feel like the longest 90 minutes of your movie-going life,0
helps make great marching bands half the fun of college football games,1
"the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms. ambrose",1
"genial but never inspired , and little",0
of a poetic,1
of the world 's greatest teacher,1
delights for adults,1
"more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run",0
one of the worst films of 2002 .,0
fluttering,1
luminous,1
entertaining and audacious moments,1
barker movie,1
biologically,1
'd take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time .,1
", what makes the movie fresh",1
continues to improve,1
expect from movies,0
look as if it were being shown on the projection television screen of a sports bar,0
of earnest textbook psychologizing,1
canny crowd pleaser,1
how to suffer ' and if you see this film you 'll know too,0
the good-time shenanigans in welcome perspective,1
rooted in a sincere performance by the title character undergoing midlife crisis,1
has waited three years with breathless anticipation for a new hal hartley movie to pore over,1
"decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him .",1
its rawness and vitality give it considerable punch .,1
ultimately succumbs to cliches and pat storytelling,0
"who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns",1
", tasteless and idiotic",0
"is a shame that more wo n't get an opportunity to embrace small , sweet ` evelyn",1
none of the visual wit of the previous pictures,0
"is n't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail .",0
is so clumsily sentimental and ineptly directed it may leave you speaking in tongues,0
hugely rewarding experience,1
many genuine cackles,1
"with the exception of mccoist , the players do n't have a clue on the park .",0
wears its heart,1
that movie nothing more than a tepid exercise in,0
"sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness",0
... quite endearing .,1
"of jim brown , a celebrated wonder in the spotlight",1
"no one involved , save dash , shows the slightest aptitude for acting ,",0
"of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film",1
